Date,Category,Amount,Description,User
2023-06-19 00:00:00.000000,Travel,2953,Bus Ticket,Ram
2023-06-16 00:00:00.000000,Shopping,228,Amazon Order,Ram
2023-07-05 00:00:00.000000,Shopping,2171,Clothes,Ram
2023-07-03 00:00:00.000000,Transport,1422,Metro Ticket,Ram
2023-07-09 00:00:00.000000,Food,554,Snacks,Ram
2023-07-12 00:00:00.000000,Entertainment,1102,Movie,Ram
2023-07-16 00:00:00.000000,Travel,2007,Taxi,Ram
2023-07-09 00:00:00.000000,Food,946,Dinner,Ram
2023-07-16 00:00:00.000000,Transport,959,Auto Ride,Ram
2023-07-13 00:00:00.000000,Transport,1010,Metro Ticket,Ram
2023-07-04 00:00:00.000000,Travel,2539,Train Ticket,Ram
2023-07-03 00:00:00.000000,Travel,1954,Flight,Ram
2023-07-20 00:00:00.000000,Transport,173,Metro Ticket,Ram
2023-07-11 00:00:00.000000,Travel,2788,Train Ticket,Ram
2023-07-11 00:00:00.000000,Entertainment,2302,Concert,Ram
2023-07-03 00:00:00.000000,Rent,6303,Room Rent,Ram
2023-07-01 00:00:00.000000,Entertainment,1148,Movie,Ram
2023-07-15 00:00:00.000000,Food,2276,Breakfast,Ram
2023-07-26 00:00:00.000000,Travel,2067,Train Ticket,Ram
2023-07-06 00:00:00.000000,Shopping,2145,Accessories,Ram
2023-08-21 00:00:00.000000,Food,2169,Cafe,Ram
2023-08-01 00:00:00.000000,Travel,2725,Flight,Ram
2023-08-03 00:00:00.000000,Transport,1387,Uber,Ram
2023-08-26 00:00:00.000000,Rent,11145,Room Rent,Ram
2023-08-26 00:00:00.000000,Travel,1858,Flight,Ram
2023-08-08 00:00:00.000000,Food,1424,Breakfast,Ram
2023-08-12 00:00:00.000000,Shopping,1701,Amazon Order,Ram
2023-08-10 00:00:00.000000,Entertainment,2372,Concert,Ram
2023-08-14 00:00:00.000000,Rent,9269,Hostel Rent,Ram
2023-08-02 00:00:00.000000,Transport,1816,Petrol,Ram
2023-08-18 00:00:00.000000,Shopping,1279,Shoes,Ram
2023-08-21 00:00:00.000000,Entertainment,1323,Game,Ram
2023-08-07 00:00:00.000000,Entertainment,1392,Concert,Ram
2023-08-07 00:00:00.000000,Travel,2700,Taxi,Ram
2023-08-08 00:00:00.000000,Rent,7839,House Rent,Ram
2023-08-18 00:00:00.000000,Shopping,1071,Amazon Order,Ram
2023-08-23 00:00:00.000000,Travel,1209,Train Ticket,Ram
2023-08-23 00:00:00.000000,Rent,9213,House Rent,Ram
2023-09-01 00:00:00.000000,Travel,3404,Flight,Ram
2023-09-01 00:00:00.000000,Shopping,2263,Electronics,Ram
2023-09-03 00:00:00.000000,Transport,2488,Uber,Ram
2023-09-24 00:00:00.000000,Entertainment,789,Game,Ram
2023-09-19 00:00:00.000000,Shopping,1866,Accessories,Ram
2023-09-24 00:00:00.000000,Food,2101,Lunch,Ram
2023-09-01 00:00:00.000000,Transport,1427,Uber,Ram
2023-09-27 00:00:00.000000,Entertainment,953,Concert,Ram
2023-09-08 00:00:00.000000,Entertainment,175,Concert,Ram
2023-09-11 00:00:00.000000,Travel,3223,Trip,Ram
2023-09-10 00:00:00.000000,Rent,6496,House Rent,Ram
2023-09-27 00:00:00.000000,Entertainment,1338,Concert,Ram
2023-09-11 00:00:00.000000,Travel,1169,Taxi,Ram
2023-09-09 00:00:00.000000,Food,100,Lunch,Ram
2023-09-20 00:00:00.000000,Food,2439,Groceries,Ram
2023-09-08 00:00:00.000000,Travel,1827,Train Ticket,Ram
2023-10-13 00:00:00.000000,Transport,1012,Uber,Ram
2023-10-05 00:00:00.000000,Food,1888,Groceries,Ram
2023-10-01 00:00:00.000000,Transport,866,Auto Ride,Ram
2023-10-24 00:00:00.000000,Shopping,2089,Shoes,Ram
2023-10-09 00:00:00.000000,Transport,342,Petrol,Ram
2023-10-06 00:00:00.000000,Transport,384,Metro Ticket,Ram
2023-10-13 00:00:00.000000,Travel,1517,Trip,Ram
2023-10-17 00:00:00.000000,Shopping,108,Amazon Order,Ram
2023-10-25 00:00:00.000000,Rent,5169,Hostel Rent,Ram
2023-10-02 00:00:00.000000,Shopping,1546,Accessories,Ram
2023-10-27 00:00:00.000000,Transport,1703,Metro Ticket,Ram
2023-10-25 00:00:00.000000,Transport,2137,Metro Ticket,Ram
2023-10-09 00:00:00.000000,Food,787,Lunch,Ram
2023-10-15 00:00:00.000000,Travel,1801,Trip,Ram
2023-10-04 00:00:00.000000,Transport,1999,Uber,Ram
2023-10-28 00:00:00.000000,Transport,166,Metro Ticket,Ram
2023-10-08 00:00:00.000000,Shopping,1522,Shoes,Ram
2023-11-15 00:00:00.000000,Transport,1865,Petrol,Ram
2023-11-25 00:00:00.000000,Entertainment,2007,Game,Ram
2023-11-03 00:00:00.000000,Transport,2094,Auto Ride,Ram
2023-11-21 00:00:00.000000,Shopping,1180,Shoes,Ram
2023-11-28 00:00:00.000000,Entertainment,315,Movie,Ram
2023-11-05 00:00:00.000000,Food,756,Snacks,Ram
2023-11-28 00:00:00.000000,Shopping,882,Electronics,Ram
2023-11-15 00:00:00.000000,Shopping,1543,Clothes,Ram
2023-11-07 00:00:00.000000,Shopping,619,Electronics,Ram
2023-11-17 00:00:00.000000,Food,520,Cafe,Ram
2023-11-17 00:00:00.000000,Transport,711,Metro Ticket,Ram
2023-11-13 00:00:00.000000,Shopping,577,Shoes,Ram
2023-11-25 00:00:00.000000,Transport,766,Petrol,Ram
2023-11-20 00:00:00.000000,Entertainment,1482,Movie,Ram
2023-11-19 00:00:00.000000,Travel,1305,Train Ticket,Ram
2023-11-18 00:00:00.000000,Food,236,Groceries,Ram
2023-11-21 00:00:00.000000,Entertainment,2448,Game,Ram
2023-12-17 00:00:00.000000,Transport,379,Auto Ride,Ram
2023-12-12 00:00:00.000000,Transport,1739,Metro Ticket,Ram
2023-12-23 00:00:00.000000,Food,2385,Lunch,Ram
2023-12-16 00:00:00.000000,Entertainment,1025,Movie,Ram
2023-12-28 00:00:00.000000,Travel,2962,Trip,Ram
2023-12-12 00:00:00.000000,Rent,9219,House Rent,Ram
2023-12-16 00:00:00.000000,Transport,1293,Auto Ride,Ram
2023-12-28 00:00:00.000000,Shopping,1244,Electronics,Ram
2023-12-18 00:00:00.000000,Entertainment,919,Netflix,Ram
2023-12-18 00:00:00.000000,Travel,3274,Train Ticket,Ram
2023-12-04 00:00:00.000000,Rent,10981,Hostel Rent,Ram
2023-12-16 00:00:00.000000,Entertainment,398,Movie,Ram
2023-12-17 00:00:00.000000,Rent,9417,Room Rent,Ram
2023-12-10 00:00:00.000000,Food,729,Lunch,Ram
2023-12-01 00:00:00.000000,Entertainment,338,Game,Ram
2023-12-17 00:00:00.000000,Entertainment,217,Netflix,Ram
2023-12-28 00:00:00.000000,Food,2499,Lunch,Ram
2023-12-12 00:00:00.000000,Entertainment,2308,Game,Ram
2024-01-07 00:00:00.000000,Shopping,774,Shoes,Ram
2024-01-11 00:00:00.000000,Food,503,Snacks,Ram
2024-01-05 00:00:00.000000,Travel,565,Bus Ticket,Ram
2024-01-22 00:00:00.000000,Rent,7030,Hostel Rent,Ram
2024-01-02 00:00:00.000000,Transport,1069,Auto Ride,Ram
2024-01-19 00:00:00.000000,Food,1055,Breakfast,Ram
2024-01-01 00:00:00.000000,Travel,929,Flight,Ram
2024-01-25 00:00:00.000000,Rent,7762,House Rent,Ram
2024-01-16 00:00:00.000000,Entertainment,1672,Concert,Ram
2024-01-18 00:00:00.000000,Entertainment,1993,Game,Ram
2024-01-24 00:00:00.000000,Food,1185,Lunch,Ram
2024-01-18 00:00:00.000000,Transport,2025,Uber,Ram
2024-01-27 00:00:00.000000,Rent,11511,Hostel Rent,Ram
2024-01-14 00:00:00.000000,Travel,713,Flight,Ram
2024-01-26 00:00:00.000000,Transport,821,Metro Ticket,Ram
2024-01-08 00:00:00.000000,Transport,876,Uber,Ram
2024-01-26 00:00:00.000000,Entertainment,338,Concert,Ram
2024-01-07 00:00:00.000000,Shopping,2227,Electronics,Ram
2024-01-11 00:00:00.000000,Rent,7103,Hostel Rent,Ram
2024-02-07 00:00:00.000000,Rent,11623,Room Rent,Ram
2024-02-23 00:00:00.000000,Travel,2265,Bus Ticket,Ram
2024-02-13 00:00:00.000000,Transport,1432,Auto Ride,Ram
2024-02-05 00:00:00.000000,Rent,11091,Room Rent,Ram
2024-02-11 00:00:00.000000,Shopping,2262,Clothes,Ram
2024-02-28 00:00:00.000000,Entertainment,1608,Concert,Ram
2024-02-24 00:00:00.000000,Food,1516,Groceries,Ram
2024-02-17 00:00:00.000000,Rent,9942,House Rent,Ram
2024-02-18 00:00:00.000000,Rent,9606,House Rent,Ram
2024-02-06 00:00:00.000000,Shopping,1484,Amazon Order,Ram
2024-02-13 00:00:00.000000,Travel,854,Flight,Ram
2024-02-01 00:00:00.000000,Food,1215,Breakfast,Ram
2024-02-13 00:00:00.000000,Entertainment,2267,Concert,Ram
2024-02-09 00:00:00.000000,Shopping,359,Amazon Order,Ram
2024-02-08 00:00:00.000000,Transport,1813,Metro Ticket,Ram
2024-02-12 00:00:00.000000,Transport,277,Metro Ticket,Ram
2024-02-25 00:00:00.000000,Travel,1492,Bus Ticket,Ram
2024-02-25 00:00:00.000000,Transport,2191,Metro Ticket,Ram
2024-02-06 00:00:00.000000,Travel,1573,Taxi,Ram
2024-03-13 00:00:00.000000,Shopping,376,Electronics,Ram
2024-03-13 00:00:00.000000,Entertainment,896,Netflix,Ram
2024-03-12 00:00:00.000000,Entertainment,1231,Game,Ram
2024-03-21 00:00:00.000000,Travel,3125,Flight,Ram
2024-03-02 00:00:00.000000,Food,1179,Dinner,Ram
2024-03-02 00:00:00.000000,Shopping,832,Electronics,Ram
2024-03-13 00:00:00.000000,Shopping,2213,Accessories,Ram
2024-03-14 00:00:00.000000,Food,384,Snacks,Ram
2024-03-18 00:00:00.000000,Transport,1770,Petrol,Ram
2024-03-04 00:00:00.000000,Transport,1355,Petrol,Ram
2024-03-17 00:00:00.000000,Transport,2300,Uber,Ram
2024-03-16 00:00:00.000000,Rent,10321,Hostel Rent,Ram
2024-03-08 00:00:00.000000,Transport,443,Metro Ticket,Ram
2024-03-25 00:00:00.000000,Shopping,1254,Clothes,Ram
2024-03-17 00:00:00.000000,Transport,1960,Uber,Ram
2024-03-08 00:00:00.000000,Rent,11990,Room Rent,Ram
2024-03-07 00:00:00.000000,Travel,1827,Bus Ticket,Ram
2024-04-09 00:00:00.000000,Entertainment,1783,Netflix,Ram
2024-04-26 00:00:00.000000,Transport,516,Auto Ride,Ram
2024-04-21 00:00:00.000000,Rent,6936,Hostel Rent,Ram
2024-04-16 00:00:00.000000,Travel,1031,Train Ticket,Ram
2024-04-11 00:00:00.000000,Transport,361,Metro Ticket,Ram
2024-04-02 00:00:00.000000,Shopping,682,Clothes,Ram
2024-04-18 00:00:00.000000,Food,410,Groceries,Ram
2024-04-21 00:00:00.000000,Travel,651,Train Ticket,Ram
2024-04-26 00:00:00.000000,Transport,1728,Auto Ride,Ram
2024-04-04 00:00:00.000000,Travel,1815,Train Ticket,Ram
2024-04-01 00:00:00.000000,Transport,1385,Metro Ticket,Ram
2024-04-14 00:00:00.000000,Food,439,Cafe,Ram
2024-04-14 00:00:00.000000,Food,1878,Cafe,Ram
2024-04-20 00:00:00.000000,Food,2088,Dinner,Ram
2024-04-20 00:00:00.000000,Transport,1573,Auto Ride,Ram
2024-04-16 00:00:00.000000,Entertainment,2073,Netflix,Ram
2024-05-11 00:00:00.000000,Travel,515,Train Ticket,Ram
2024-05-14 00:00:00.000000,Food,931,Dinner,Ram
2024-05-06 00:00:00.000000,Entertainment,814,Game,Ram
2024-05-11 00:00:00.000000,Transport,1469,Uber,Ram
2024-05-09 00:00:00.000000,Shopping,619,Clothes,Ram
2024-05-04 00:00:00.000000,Entertainment,2388,Movie,Ram
2024-05-12 00:00:00.000000,Transport,828,Auto Ride,Ram
2024-05-18 00:00:00.000000,Rent,11014,House Rent,Ram
2024-05-22 00:00:00.000000,Rent,11772,House Rent,Ram
2024-05-11 00:00:00.000000,Transport,972,Metro Ticket,Ram
2024-05-01 00:00:00.000000,Shopping,725,Shoes,Ram
2024-05-20 00:00:00.000000,Travel,2150,Trip,Ram
2024-05-06 00:00:00.000000,Entertainment,732,Game,Ram
2024-05-03 00:00:00.000000,Rent,9142,Room Rent,Ram
2024-05-18 00:00:00.000000,Shopping,626,Clothes,Ram
2024-05-28 00:00:00.000000,Travel,1323,Bus Ticket,Ram
2024-05-20 00:00:00.000000,Food,1032,Groceries,Ram
2024-05-01 00:00:00.000000,Transport,1013,Metro Ticket,Ram
2024-06-24 00:00:00.000000,Entertainment,1034,Concert,Ram
2024-06-11 00:00:00.000000,Food,1178,Dinner,Ram
2024-06-26 00:00:00.000000,Entertainment,983,Netflix,Ram
2024-06-17 00:00:00.000000,Food,166,Groceries,Ram
2024-06-07 00:00:00.000000,Shopping,508,Amazon Order,Ram
2024-06-26 00:00:00.000000,Rent,8887,Room Rent,Ram
2024-06-26 00:00:00.000000,Shopping,1555,Clothes,Ram
2024-06-14 00:00:00.000000,Transport,107,Uber,Ram
2024-06-23 00:00:00.000000,Food,1109,Snacks,Ram
2024-06-26 00:00:00.000000,Entertainment,1298,Concert,Ram
2024-06-01 00:00:00.000000,Food,572,Groceries,Ram
2024-06-11 00:00:00.000000,Food,915,Lunch,Ram
2024-06-12 00:00:00.000000,Entertainment,612,Netflix,Ram
2024-06-13 00:00:00.000000,Travel,3239,Flight,Ram
2024-06-20 00:00:00.000000,Travel,2304,Trip,Ram
2024-06-01 00:00:00.000000,Transport,512,Auto Ride,Ram
2024-06-03 00:00:00.000000,Entertainment,749,Movie,Ram
2024-06-10 00:00:00.000000,Travel,707,Bus Ticket,Ram
2024-07-16 00:00:00.000000,Transport,1128,Uber,Ram
2024-07-20 00:00:00.000000,Transport,576,Auto Ride,Ram
2024-07-05 00:00:00.000000,Rent,11090,Room Rent,Ram
2024-07-24 00:00:00.000000,Entertainment,363,Netflix,Ram
2024-07-18 00:00:00.000000,Food,1092,Groceries,Ram
2024-07-12 00:00:00.000000,Rent,11179,Hostel Rent,Ram
2024-07-20 00:00:00.000000,Food,1995,Cafe,Ram
2024-07-11 00:00:00.000000,Travel,3415,Bus Ticket,Ram
2024-07-18 00:00:00.000000,Shopping,125,Shoes,Ram
2024-07-09 00:00:00.000000,Rent,5051,House Rent,Ram
2024-07-10 00:00:00.000000,Travel,2427,Bus Ticket,Ram
2024-07-23 00:00:00.000000,Entertainment,1680,Game,Ram
2024-07-21 00:00:00.000000,Shopping,1529,Shoes,Ram
2024-07-15 00:00:00.000000,Shopping,1467,Accessories,Ram
2024-07-13 00:00:00.000000,Shopping,1643,Clothes,Ram
2024-07-22 00:00:00.000000,Rent,7353,Room Rent,Ram
2024-07-06 00:00:00.000000,Shopping,1096,Amazon Order,Ram
2024-07-26 00:00:00.000000,Travel,3088,Taxi,Ram
2024-07-03 00:00:00.000000,Rent,7936,Room Rent,Ram
2024-08-13 00:00:00.000000,Entertainment,109,Movie,Ram
2024-08-24 00:00:00.000000,Rent,6530,House Rent,Ram
2024-08-10 00:00:00.000000,Travel,2070,Train Ticket,Ram
2024-08-17 00:00:00.000000,Travel,3473,Trip,Ram
2024-08-02 00:00:00.000000,Shopping,2085,Clothes,Ram
2024-08-21 00:00:00.000000,Shopping,1145,Clothes,Ram
2024-08-23 00:00:00.000000,Food,1738,Dinner,Ram
2024-08-05 00:00:00.000000,Shopping,2305,Clothes,Ram
2024-08-14 00:00:00.000000,Entertainment,134,Concert,Ram
2024-08-14 00:00:00.000000,Travel,3382,Bus Ticket,Ram
2024-08-28 00:00:00.000000,Shopping,2042,Electronics,Ram
2024-08-26 00:00:00.000000,Transport,993,Auto Ride,Ram
2024-08-21 00:00:00.000000,Food,1580,Snacks,Ram
2024-08-21 00:00:00.000000,Entertainment,1710,Concert,Ram
2024-08-09 00:00:00.000000,Entertainment,553,Movie,Ram
2024-08-04 00:00:00.000000,Entertainment,2053,Concert,Ram
2024-08-03 00:00:00.000000,Transport,2259,Uber,Ram
2024-08-16 00:00:00.000000,Entertainment,1697,Game,Ram
2024-08-15 00:00:00.000000,Food,1678,Breakfast,Ram
2024-09-25 00:00:00.000000,Transport,1449,Metro Ticket,Ram
2024-09-20 00:00:00.000000,Travel,2476,Taxi,Ram
2024-09-02 00:00:00.000000,Food,2232,Lunch,Ram
2024-09-08 00:00:00.000000,Rent,6570,House Rent,Ram
2024-09-21 00:00:00.000000,Entertainment,2442,Game,Ram
2024-09-11 00:00:00.000000,Food,1101,Breakfast,Ram
2024-09-05 00:00:00.000000,Travel,719,Taxi,Ram
2024-09-21 00:00:00.000000,Shopping,904,Amazon Order,Ram
2024-09-12 00:00:00.000000,Transport,2369,Metro Ticket,Ram
2024-09-04 00:00:00.000000,Entertainment,235,Game,Ram
2024-09-05 00:00:00.000000,Rent,9349,Room Rent,Ram
2024-09-02 00:00:00.000000,Food,251,Lunch,Ram
2024-09-23 00:00:00.000000,Food,354,Breakfast,Ram
2024-09-05 00:00:00.000000,Travel,1638,Trip,Ram
2024-09-17 00:00:00.000000,Transport,433,Metro Ticket,Ram
2024-09-07 00:00:00.000000,Food,2176,Dinner,Ram
2024-10-13 00:00:00.000000,Entertainment,1134,Concert,Ram
2024-10-20 00:00:00.000000,Entertainment,2220,Netflix,Ram
2024-10-18 00:00:00.000000,Rent,10445,House Rent,Ram
2024-10-16 00:00:00.000000,Rent,10667,Room Rent,Ram
2024-10-28 00:00:00.000000,Shopping,676,Accessories,Ram
2024-10-21 00:00:00.000000,Food,2393,Dinner,Ram
2024-10-07 00:00:00.000000,Entertainment,1813,Concert,Ram
2024-10-04 00:00:00.000000,Shopping,194,Clothes,Ram
2024-10-24 00:00:00.000000,Transport,1166,Auto Ride,Ram
2024-10-18 00:00:00.000000,Food,1119,Lunch,Ram
2024-10-21 00:00:00.000000,Rent,9649,House Rent,Ram
2024-10-27 00:00:00.000000,Shopping,2048,Accessories,Ram
2024-10-04 00:00:00.000000,Rent,5119,Hostel Rent,Ram
2024-10-27 00:00:00.000000,Shopping,1410,Electronics,Ram
2024-10-27 00:00:00.000000,Entertainment,1000,Game,Ram
2024-10-01 00:00:00.000000,Entertainment,1433,Concert,Ram
2024-11-26 00:00:00.000000,Entertainment,440,Movie,Ram
2024-11-03 00:00:00.000000,Shopping,793,Accessories,Ram
2024-11-09 00:00:00.000000,Travel,3185,Bus Ticket,Ram
2024-11-05 00:00:00.000000,Rent,10902,Room Rent,Ram
2024-11-23 00:00:00.000000,Travel,3292,Taxi,Ram
2024-11-04 00:00:00.000000,Food,1364,Groceries,Ram
2024-11-22 00:00:00.000000,Shopping,2024,Amazon Order,Ram
2024-11-20 00:00:00.000000,Food,2237,Breakfast,Ram
2024-11-07 00:00:00.000000,Travel,3404,Flight,Ram
2024-11-25 00:00:00.000000,Transport,868,Petrol,Ram
2024-11-03 00:00:00.000000,Transport,302,Auto Ride,Ram
2024-11-27 00:00:00.000000,Travel,3020,Taxi,Ram
2024-11-01 00:00:00.000000,Rent,7708,Hostel Rent,Ram
2024-11-15 00:00:00.000000,Travel,3139,Taxi,Ram
2024-11-14 00:00:00.000000,Food,1755,Cafe,Ram
2024-11-25 00:00:00.000000,Travel,3490,Train Ticket,Ram
2024-11-16 00:00:00.000000,Food,1435,Lunch,Ram
2024-12-16 00:00:00.000000,Rent,7497,Room Rent,Ram
2024-12-09 00:00:00.000000,Shopping,435,Clothes,Ram
2024-12-20 00:00:00.000000,Travel,1361,Bus Ticket,Ram
2024-12-13 00:00:00.000000,Travel,1449,Bus Ticket,Ram
2024-12-26 00:00:00.000000,Transport,1276,Petrol,Ram
2024-12-02 00:00:00.000000,Transport,1277,Petrol,Ram
2024-12-23 00:00:00.000000,Entertainment,1214,Game,Ram
2024-12-11 00:00:00.000000,Transport,1357,Uber,Ram
2024-12-11 00:00:00.000000,Food,1084,Dinner,Ram
2024-12-27 00:00:00.000000,Rent,9062,Room Rent,Ram
2024-12-22 00:00:00.000000,Rent,6885,Room Rent,Ram
2024-12-22 00:00:00.000000,Food,1360,Dinner,Ram
2024-12-14 00:00:00.000000,Transport,1000,Auto Ride,Ram
2024-12-12 00:00:00.000000,Rent,10256,House Rent,Ram
2024-12-27 00:00:00.000000,Travel,3073,Flight,Ram
2024-12-02 00:00:00.000000,Transport,1627,Metro Ticket,Ram
2024-12-05 00:00:00.000000,Shopping,1391,Electronics,Ram
2025-01-06 00:00:00.000000,Transport,1893,Metro Ticket,Ram
2025-01-02 00:00:00.000000,Rent,6476,Room Rent,Ram
2025-01-06 00:00:00.000000,Shopping,1654,Electronics,Ram
2025-01-18 00:00:00.000000,Shopping,1150,Clothes,Ram
2025-01-11 00:00:00.000000,Rent,11385,House Rent,Ram
2025-01-06 00:00:00.000000,Travel,1258,Bus Ticket,Ram
2025-01-13 00:00:00.000000,Transport,313,Metro Ticket,Ram
2025-01-27 00:00:00.000000,Food,556,Dinner,Ram
2025-01-15 00:00:00.000000,Travel,2508,Flight,Ram
2025-01-21 00:00:00.000000,Rent,6437,House Rent,Ram
2025-01-09 00:00:00.000000,Transport,569,Metro Ticket,Ram
2025-01-25 00:00:00.000000,Shopping,927,Amazon Order,Ram
2025-01-07 00:00:00.000000,Food,2393,Groceries,Ram
2025-01-09 00:00:00.000000,Travel,2809,Train Ticket,Ram
2025-01-16 00:00:00.000000,Food,1502,Groceries,Ram
2025-01-02 00:00:00.000000,Entertainment,729,Movie,Ram
2025-02-17 00:00:00.000000,Shopping,993,Accessories,Ram
2025-02-25 00:00:00.000000,Transport,177,Uber,Ram
2025-02-11 00:00:00.000000,Transport,1647,Uber,Ram
2025-02-08 00:00:00.000000,Rent,7842,Hostel Rent,Ram
2025-02-14 00:00:00.000000,Transport,1147,Auto Ride,Ram
2025-02-22 00:00:00.000000,Entertainment,638,Netflix,Ram
2025-02-18 00:00:00.000000,Food,2381,Groceries,Ram
2025-02-28 00:00:00.000000,Travel,2053,Flight,Ram
2025-02-16 00:00:00.000000,Rent,11076,Hostel Rent,Ram
2025-02-20 00:00:00.000000,Transport,996,Auto Ride,Ram
2025-02-11 00:00:00.000000,Transport,1175,Petrol,Ram
2025-02-22 00:00:00.000000,Transport,1060,Uber,Ram
2025-02-16 00:00:00.000000,Food,577,Groceries,Ram
2025-02-25 00:00:00.000000,Travel,1867,Train Ticket,Ram
2025-02-20 00:00:00.000000,Rent,6298,Hostel Rent,Ram
2025-02-15 00:00:00.000000,Shopping,712,Accessories,Ram
2025-02-28 00:00:00.000000,Shopping,1630,Shoes,Ram
2025-03-22 00:00:00.000000,Rent,10733,Room Rent,Ram
2025-03-24 00:00:00.000000,Rent,9625,Hostel Rent,Ram
2025-03-07 00:00:00.000000,Travel,2669,Flight,Ram
2025-03-22 00:00:00.000000,Transport,2172,Metro Ticket,Ram
2025-03-03 00:00:00.000000,Entertainment,1039,Movie,Ram
2025-03-23 00:00:00.000000,Rent,6486,Hostel Rent,Ram
2025-03-14 00:00:00.000000,Transport,1812,Uber,Ram
2025-03-07 00:00:00.000000,Shopping,1983,Amazon Order,Ram
2025-03-19 00:00:00.000000,Entertainment,586,Game,Ram
2025-03-27 00:00:00.000000,Transport,1165,Uber,Ram
2025-03-28 00:00:00.000000,Transport,319,Metro Ticket,Ram
2025-03-13 00:00:00.000000,Travel,2913,Taxi,Ram
2025-03-06 00:00:00.000000,Entertainment,949,Movie,Ram
2025-03-15 00:00:00.000000,Food,260,Dinner,Ram
2025-03-05 00:00:00.000000,Shopping,1004,Electronics,Ram
2025-03-25 00:00:00.000000,Entertainment,982,Concert,Ram
2025-04-07 00:00:00.000000,Transport,1533,Metro Ticket,Ram
2025-04-18 00:00:00.000000,Entertainment,1709,Netflix,Ram
2025-04-22 00:00:00.000000,Entertainment,721,Movie,Ram
2025-04-26 00:00:00.000000,Shopping,1255,Amazon Order,Ram
2025-04-01 00:00:00.000000,Entertainment,1730,Netflix,Ram
2025-04-22 00:00:00.000000,Food,1437,Dinner,Ram
2025-04-25 00:00:00.000000,Travel,1466,Bus Ticket,Ram
2025-04-23 00:00:00.000000,Food,1791,Dinner,Ram
2025-04-11 00:00:00.000000,Entertainment,2252,Concert,Ram
2025-04-11 00:00:00.000000,Transport,345,Auto Ride,Ram
2025-04-26 00:00:00.000000,Travel,2126,Bus Ticket,Ram
2025-04-24 00:00:00.000000,Transport,1944,Auto Ride,Ram
2025-04-19 00:00:00.000000,Shopping,2203,Clothes,Ram
2025-04-28 00:00:00.000000,Rent,6153,House Rent,Ram
2025-04-28 00:00:00.000000,Travel,3406,Taxi,Ram
2025-04-06 00:00:00.000000,Rent,7016,Room Rent,Ram
2025-04-11 00:00:00.000000,Transport,846,Metro Ticket,Ram
2025-04-02 00:00:00.000000,Entertainment,1148,Movie,Ram
2025-04-03 00:00:00.000000,Entertainment,888,Netflix,Ram
2025-05-03 00:00:00.000000,Rent,9304,Room Rent,Ram
2025-05-23 00:00:00.000000,Rent,6521,Room Rent,Ram
2025-05-06 00:00:00.000000,Transport,390,Metro Ticket,Ram
2025-05-16 00:00:00.000000,Entertainment,1520,Netflix,Ram
2025-05-12 00:00:00.000000,Entertainment,1305,Movie,Ram
2025-05-01 00:00:00.000000,Food,252,Dinner,Ram
2025-05-12 00:00:00.000000,Entertainment,2036,Concert,Ram
2025-05-15 00:00:00.000000,Food,1235,Dinner,Ram
2025-05-20 00:00:00.000000,Travel,2010,Train Ticket,Ram
2025-05-13 00:00:00.000000,Rent,10724,House Rent,Ram
2025-05-17 00:00:00.000000,Rent,11746,Hostel Rent,Ram
2025-05-01 00:00:00.000000,Shopping,275,Electronics,Ram
2025-05-09 00:00:00.000000,Entertainment,1712,Movie,Ram
2025-05-26 00:00:00.000000,Shopping,743,Accessories,Ram
2025-05-14 00:00:00.000000,Entertainment,2047,Netflix,Ram
2025-06-23 00:00:00.000000,Food,367,Breakfast,Ram
2025-06-04 00:00:00.000000,Rent,6102,House Rent,Ram
2025-06-06 00:00:00.000000,Transport,1517,Auto Ride,Ram
2025-06-14 00:00:00.000000,Travel,2741,Bus Ticket,Ram
2025-06-26 00:00:00.000000,Rent,7700,Hostel Rent,Ram
2025-06-28 00:00:00.000000,Transport,396,Auto Ride,Ram
2025-06-02 00:00:00.000000,Transport,1732,Petrol,Ram
2025-06-21 00:00:00.000000,Transport,2172,Petrol,Ram
2025-06-24 00:00:00.000000,Transport,1406,Auto Ride,Ram
2025-06-21 00:00:00.000000,Shopping,1001,Electronics,Ram
2025-06-04 00:00:00.000000,Transport,1834,Uber,Ram
2025-06-09 00:00:00.000000,Entertainment,1278,Game,Ram
2025-06-21 00:00:00.000000,Entertainment,1264,Netflix,Ram
2025-06-07 00:00:00.000000,Entertainment,1975,Concert,Ram
2025-06-04 00:00:00.000000,Rent,5877,House Rent,Ram
2025-06-21 00:00:00.000000,Entertainment,2208,Movie,Ram
2025-06-07 00:00:00.000000,Entertainment,2347,Concert,Ram
2025-06-15 00:00:00.000000,Food,1861,Snacks,Ram
2025-06-20 00:00:00.000000,Entertainment,657,Movie,Ram
2025-07-22 00:00:00.000000,Entertainment,266,Concert,Ram
2025-07-04 00:00:00.000000,Travel,3180,Bus Ticket,Ram
2025-07-12 00:00:00.000000,Entertainment,443,Movie,Ram
2025-07-25 00:00:00.000000,Rent,9048,Hostel Rent,Ram
2025-07-19 00:00:00.000000,Entertainment,1824,Movie,Ram
2025-07-13 00:00:00.000000,Shopping,1722,Amazon Order,Ram
2025-07-19 00:00:00.000000,Food,255,Breakfast,Ram
2025-07-26 00:00:00.000000,Entertainment,2042,Concert,Ram
2025-07-10 00:00:00.000000,Rent,5413,Hostel Rent,Ram
